,country,date,year,quarter,trade
916,lithuania,2009-01-01,2009,1,-148333333.33333334
917,lithuania,2009-04-01,2009,2,-123866666.66666667
918,lithuania,2009-07-01,2009,3,-125633333.33333333
919,lithuania,2009-10-01,2009,4,-102533333.33333333
920,lithuania,2010-01-01,2010,1,-153966666.66666666
921,lithuania,2010-04-01,2010,2,-93466666.66666667
922,lithuania,2010-07-01,2010,3,-131066666.66666667
923,lithuania,2010-10-01,2010,4,-141633333.33333334
924,lithuania,2011-01-01,2011,1,-152866666.66666666
925,lithuania,2011-04-01,2011,2,-157766666.66666666
926,lithuania,2011-07-01,2011,3,-260166666.66666666
927,lithuania,2011-10-01,2011,4,-275366666.6666667
928,lithuania,2012-01-01,2012,1,-249300000.0
929,lithuania,2012-04-01,2012,2,-61600000.0
930,lithuania,2012-07-01,2012,3,-219600000.0
931,lithuania,2012-10-01,2012,4,-65100000.0
932,lithuania,2013-01-01,2013,1,71433333.33333333
933,lithuania,2013-04-01,2013,2,-766666.6666666666
934,lithuania,2013-07-01,2013,3,-20766666.666666668
935,lithuania,2013-10-01,2013,4,31633333.333333332
936,lithuania,2014-01-01,2014,1,63100000.0
937,lithuania,2014-04-01,2014,2,105800000.0
938,lithuania,2014-07-01,2014,3,165300000.0
939,lithuania,2014-10-01,2014,4,107700000.0
940,lithuania,2015-01-01,2015,1,-60166666.666666664
941,lithuania,2015-04-01,2015,2,42600000.0
942,lithuania,2015-07-01,2015,3,31966666.666666668
943,lithuania,2015-10-01,2015,4,92333333.33333333
944,lithuania,2016-01-01,2016,1,105800000.0
945,lithuania,2016-04-01,2016,2,104166666.66666667
946,lithuania,2016-07-01,2016,3,83466666.66666667
947,lithuania,2016-10-01,2016,4,87033333.33333333
948,lithuania,2017-01-01,2017,1,173533333.33333334
949,lithuania,2017-04-01,2017,2,182466666.66666666
950,lithuania,2017-07-01,2017,3,91733333.33333333
951,lithuania,2017-10-01,2017,4,143600000.0
952,lithuania,2018-01-01,2018,1,125566666.66666667
953,lithuania,2018-04-01,2018,2,105966666.66666667
954,lithuania,2018-07-01,2018,3,89100000.0
955,lithuania,2018-10-01,2018,4,66000000.0
956,lithuania,2019-01-01,2019,1,133866666.66666667
957,lithuania,2019-04-01,2019,2,101600000.0
958,lithuania,2019-07-01,2019,3,85600000.0
959,lithuania,2019-10-01,2019,4,112600000.0
960,netherlands,2000-01-01,2000,1,-4101266666.6666665
961,netherlands,2000-04-01,2000,2,-4332466666.666667
962,netherlands,2000-07-01,2000,3,-4522933333.333333
963,netherlands,2000-10-01,2000,4,-4988766666.666667
964,netherlands,2001-01-01,2001,1,-4106166666.6666665
965,netherlands,2001-04-01,2001,2,-3894133333.3333335
966,netherlands,2001-07-01,2001,3,-3689066666.6666665
967,netherlands,2001-10-01,2001,4,-3070633333.3333335
968,netherlands,2002-01-01,2002,1,-3565133333.3333335
969,netherlands,2002-04-01,2002,2,-3440333333.3333335
970,netherlands,2002-07-01,2002,3,-3143033333.3333335
971,netherlands,2002-10-01,2002,4,-3271333333.3333335
972,netherlands,2003-01-01,2003,1,-3697133333.3333335
973,netherlands,2003-04-01,2003,2,-3338466666.6666665
974,netherlands,2003-07-01,2003,3,-3010500000.0
975,netherlands,2003-10-01,2003,4,-3635833333.3333335
976,netherlands,2004-01-01,2004,1,-3565400000.0
977,netherlands,2004-04-01,2004,2,-3731166666.6666665
978,netherlands,2004-07-01,2004,3,-3699066666.6666665
979,netherlands,2004-10-01,2004,4,-3999466666.6666665
980,netherlands,2005-01-01,2005,1,-4261366666.6666665
981,netherlands,2005-04-01,2005,2,-4347800000.0
982,netherlands,2005-07-01,2005,3,-5366866666.666667
983,netherlands,2005-10-01,2005,4,-5794166666.666667
984,netherlands,2006-01-01,2006,1,-5523300000.0
985,netherlands,2006-04-01,2006,2,-5722166666.666667
986,netherlands,2006-07-01,2006,3,-5935300000.0
987,netherlands,2006-10-01,2006,4,-5810766666.666667
988,netherlands,2007-01-01,2007,1,-5405333333.333333
989,netherlands,2007-04-01,2007,2,-5492333333.333333
990,netherlands,2007-07-01,2007,3,-5547800000.0
991,netherlands,2007-10-01,2007,4,-5826600000.0
992,netherlands,2008-01-01,2008,1,-7245766666.666667
993,netherlands,2008-04-01,2008,2,-7105400000.0
994,netherlands,2008-07-01,2008,3,-8012366666.666667
995,netherlands,2008-10-01,2008,4,-6851833333.333333
996,netherlands,2009-01-01,2009,1,-5312800000.0
997,netherlands,2009-04-01,2009,2,-4802000000.0
998,netherlands,2009-07-01,2009,3,-4985400000.0
999,netherlands,2009-10-01,2009,4,-6063300000.0
1000,netherlands,2010-01-01,2010,1,-6248000000.0
1001,netherlands,2010-04-01,2010,2,-7695400000.0
1002,netherlands,2010-07-01,2010,3,-7088400000.0
1003,netherlands,2010-10-01,2010,4,-7750300000.0
1004,netherlands,2011-01-01,2011,1,-7773733333.333333
1005,netherlands,2011-04-01,2011,2,-8236966666.666667
1006,netherlands,2011-07-01,2011,3,-8161133333.333333
1007,netherlands,2011-10-01,2011,4,-7637700000.0
1008,netherlands,2012-01-01,2012,1,-9149366666.666666
1009,netherlands,2012-04-01,2012,2,-8651133333.333334
1010,netherlands,2012-07-01,2012,3,-8508200000.0
1011,netherlands,2012-10-01,2012,4,-8107633333.333333
1012,netherlands,2013-01-01,2013,1,-7247366666.666667
1013,netherlands,2013-04-01,2013,2,-7365666666.666667
1014,netherlands,2013-07-01,2013,3,-7520833333.333333
1015,netherlands,2013-10-01,2013,4,-7156100000.0
1016,netherlands,2014-01-01,2014,1,-6762233333.333333
1017,netherlands,2014-04-01,2014,2,-7677666666.666667
1018,netherlands,2014-07-01,2014,3,-7686233333.333333
1019,netherlands,2014-10-01,2014,4,-5764733333.333333
1020,netherlands,2015-01-01,2015,1,-6832166666.666667
1021,netherlands,2015-04-01,2015,2,-7623633333.333333
1022,netherlands,2015-07-01,2015,3,-6920566666.666667
1023,netherlands,2015-10-01,2015,4,-6348800000.0
1024,netherlands,2016-01-01,2016,1,-6010200000.0
1025,netherlands,2016-04-01,2016,2,-5827133333.333333
1026,netherlands,2016-07-01,2016,3,-6002933333.333333
1027,netherlands,2016-10-01,2016,4,-6342733333.333333
1028,netherlands,2017-01-01,2017,1,-6676300000.0
1029,netherlands,2017-04-01,2017,2,-6596800000.0
1030,netherlands,2017-07-01,2017,3,-6827333333.333333
1031,netherlands,2017-10-01,2017,4,-7758600000.0
1032,netherlands,2018-01-01,2018,1,-7192300000.0
1033,netherlands,2018-04-01,2018,2,-7222500000.0
1034,netherlands,2018-07-01,2018,3,-7935066666.666667
1035,netherlands,2018-10-01,2018,4,-8384800000.0
1036,netherlands,2019-01-01,2019,1,-7771266666.666667
1037,netherlands,2019-04-01,2019,2,-8366700000.0
1038,netherlands,2019-07-01,2019,3,-8000133333.333333
1039,netherlands,2019-10-01,2019,4,-7689500000.0
1040,portugal,2000-01-01,2000,1,-477666666.6666667
1041,portugal,2000-04-01,2000,2,-386866666.6666667
1042,portugal,2000-07-01,2000,3,-394533333.3333333
1043,portugal,2000-10-01,2000,4,-527533333.3333333
1044,portugal,2001-01-01,2001,1,-424833333.3333333
1045,portugal,2001-04-01,2001,2,-440366666.6666667
1046,portugal,2001-07-01,2001,3,-380200000.0
1047,portugal,2001-10-01,2001,4,-421500000.0
1048,portugal,2002-01-01,2002,1,-294633333.3333333
1049,portugal,2002-04-01,2002,2,-268433333.33333334
1050,portugal,2002-07-01,2002,3,-226466666.66666666
1051,portugal,2002-10-01,2002,4,-288866666.6666667
1052,portugal,2003-01-01,2003,1,-228233333.33333334
1053,portugal,2003-04-01,2003,2,-262366666.66666666
1054,portugal,2003-07-01,2003,3,-191600000.0
1055,portugal,2003-10-01,2003,4,-239866666.66666666
1056,portugal,2004-01-01,2004,1,-242900000.0
1057,portugal,2004-04-01,2004,2,-339633333.3333333
1058,portugal,2004-07-01,2004,3,-362000000.0
1059,portugal,2004-10-01,2004,4,-453533333.3333333
1060,portugal,2005-01-01,2005,1,-443833333.3333333
1061,portugal,2005-04-01,2005,2,-501966666.6666667
1062,portugal,2005-07-01,2005,3,-479166666.6666667
1063,portugal,2005-10-01,2005,4,-480700000.0
1064,portugal,2006-01-01,2006,1,-544300000.0
1065,portugal,2006-04-01,2006,2,-461333333.3333333
1066,portugal,2006-07-01,2006,3,-457400000.0
1067,portugal,2006-10-01,2006,4,-379900000.0
1068,portugal,2007-01-01,2007,1,-412600000.0
1069,portugal,2007-04-01,2007,2,-440533333.3333333
1070,portugal,2007-07-01,2007,3,-470300000.0
1071,portugal,2007-10-01,2007,4,-524400000.0
1072,portugal,2008-01-01,2008,1,-619200000.0
1073,portugal,2008-04-01,2008,2,-612466666.6666666
1074,portugal,2008-07-01,2008,3,-609333333.3333334
1075,portugal,2008-10-01,2008,4,-426700000.0
1076,portugal,2009-01-01,2009,1,-264333333.33333334
1077,portugal,2009-04-01,2009,2,-284500000.0
1078,portugal,2009-07-01,2009,3,-279966666.6666667
1079,portugal,2009-10-01,2009,4,-370866666.6666667
1080,portugal,2010-01-01,2010,1,-431866666.6666667
1081,portugal,2010-04-01,2010,2,-506166666.6666667
1082,portugal,2010-07-01,2010,3,-412466666.6666667
1083,portugal,2010-10-01,2010,4,-428600000.0
1084,portugal,2011-01-01,2011,1,-471033333.3333333
1085,portugal,2011-04-01,2011,2,-515500000.0
1086,portugal,2011-07-01,2011,3,-453600000.0
1087,portugal,2011-10-01,2011,4,-211600000.0
1088,portugal,2012-01-01,2012,1,-268833333.3333333
1089,portugal,2012-04-01,2012,2,-162800000.0
1090,portugal,2012-07-01,2012,3,-247500000.0
1091,portugal,2012-10-01,2012,4,-108800000.0
1092,portugal,2013-01-01,2013,1,-178733333.33333334
1093,portugal,2013-04-01,2013,2,-25066666.666666668
1094,portugal,2013-07-01,2013,3,-124800000.0
1095,portugal,2013-10-01,2013,4,10766666.666666666
1096,portugal,2014-01-01,2014,1,-26800000.000000004
1097,portugal,2014-04-01,2014,2,34433333.333333336
1098,portugal,2014-07-01,2014,3,-37933333.333333336
1099,portugal,2014-10-01,2014,4,40633333.333333336
1100,portugal,2015-01-01,2015,1,134033333.33333333
1101,portugal,2015-04-01,2015,2,-27266666.666666668
1102,portugal,2015-07-01,2015,3,56666666.666666664
1103,portugal,2015-10-01,2015,4,13066666.666666666
1104,portugal,2016-01-01,2016,1,-17566666.666666668
1105,portugal,2016-04-01,2016,2,23900000.0
1106,portugal,2016-07-01,2016,3,22733333.333333332
1107,portugal,2016-10-01,2016,4,22233333.333333332
1108,portugal,2017-01-01,2017,1,-35100000.0
1109,portugal,2017-04-01,2017,2,-129300000.0
1110,portugal,2017-07-01,2017,3,-33166666.666666668
1111,portugal,2017-10-01,2017,4,-114566666.66666667
1112,portugal,2018-01-01,2018,1,-150966666.66666666
1113,portugal,2018-04-01,2018,2,-235100000.0
1114,portugal,2018-07-01,2018,3,-289600000.0
1115,portugal,2018-10-01,2018,4,-307866666.6666667
1116,portugal,2019-01-01,2019,1,-398266666.6666667
1117,portugal,2019-04-01,2019,2,-335833333.3333333
1118,portugal,2019-07-01,2019,3,-332666666.6666667
1119,portugal,2019-10-01,2019,4,-270033333.3333333
1120,romania,2000-01-01,2000,1,-129500000.0
1121,romania,2000-04-01,2000,2,-147400000.0
1122,romania,2000-07-01,2000,3,-201066666.66666666
1123,romania,2000-10-01,2000,4,-245033333.33333334
1124,romania,2001-01-01,2001,1,-290733333.3333333
1125,romania,2001-04-01,2001,2,-324933333.3333333
1126,romania,2001-07-01,2001,3,-217633333.33333334
1127,romania,2001-10-01,2001,4,-291633333.3333333
1128,romania,2002-01-01,2002,1,-290300000.0
1129,romania,2002-04-01,2002,2,-225400000.0
1130,romania,2002-07-01,2002,3,-282433333.3333333
1131,romania,2002-10-01,2002,4,-200900000.0
1132,romania,2003-01-01,2003,1,-274000000.0
1133,romania,2003-04-01,2003,2,-300400000.0
1134,romania,2003-07-01,2003,3,-293566666.6666667
1135,romania,2003-10-01,2003,4,-342466666.6666667
1136,romania,2004-01-01,2004,1,-396000000.0
1137,romania,2004-04-01,2004,2,-364133333.3333333
1138,romania,2004-07-01,2004,3,-416100000.0
1139,romania,2004-10-01,2004,4,-461400000.0
1140,romania,2005-01-01,2005,1,-459466666.6666667
1141,romania,2005-04-01,2005,2,-514000000.0
1142,romania,2005-07-01,2005,3,-552633333.3333334
1143,romania,2005-10-01,2005,4,-621033333.3333334
1144,romania,2006-01-01,2006,1,-598200000.0
1145,romania,2006-04-01,2006,2,-628200000.0
1146,romania,2006-07-01,2006,3,-745233333.3333334
1147,romania,2006-10-01,2006,4,-876133333.3333334
1148,romania,2007-01-01,2007,1,-807833333.3333334
1149,romania,2007-04-01,2007,2,-822433333.3333334
1150,romania,2007-07-01,2007,3,-873100000.0
1151,romania,2007-10-01,2007,4,-907233333.3333334
1152,romania,2008-01-01,2008,1,-968000000.0
1153,romania,2008-04-01,2008,2,-983700000.0
1154,romania,2008-07-01,2008,3,-1259400000.0
1155,romania,2008-10-01,2008,4,-873566666.6666666
1156,romania,2009-01-01,2009,1,-546233333.3333334
1157,romania,2009-04-01,2009,2,-508133333.3333333
1158,romania,2009-07-01,2009,3,-480966666.6666667
1159,romania,2009-10-01,2009,4,-482700000.0
1160,romania,2010-01-01,2010,1,-511166666.6666667
1161,romania,2010-04-01,2010,2,-547166666.6666666
1162,romania,2010-07-01,2010,3,-451833333.3333333
1163,romania,2010-10-01,2010,4,-435433333.3333333
1164,romania,2011-01-01,2011,1,-470566666.6666667
1165,romania,2011-04-01,2011,2,-568500000.0
1166,romania,2011-07-01,2011,3,-468300000.0
1167,romania,2011-10-01,2011,4,-399166666.6666667
1168,romania,2012-01-01,2012,1,-449266666.6666667
1169,romania,2012-04-01,2012,2,-487566666.6666667
1170,romania,2012-07-01,2012,3,-397900000.0
1171,romania,2012-10-01,2012,4,-319466666.6666667
1172,romania,2013-01-01,2013,1,-127933333.33333333
1173,romania,2013-04-01,2013,2,-82233333.33333333
1174,romania,2013-07-01,2013,3,-205466666.66666666
1175,romania,2013-10-01,2013,4,-81666666.66666667
1176,romania,2014-01-01,2014,1,-166166666.66666666
1177,romania,2014-04-01,2014,2,-228533333.33333334
1178,romania,2014-07-01,2014,3,-152100000.0
1179,romania,2014-10-01,2014,4,-144833333.33333334
1180,romania,2015-01-01,2015,1,-260166666.66666666
1181,romania,2015-04-01,2015,2,-233300000.0
1182,romania,2015-07-01,2015,3,-283600000.0
1183,romania,2015-10-01,2015,4,-291200000.0
1184,romania,2016-01-01,2016,1,-353500000.0
1185,romania,2016-04-01,2016,2,-341566666.6666667
1186,romania,2016-07-01,2016,3,-422800000.0
1187,romania,2016-10-01,2016,4,-405533333.3333333
1188,romania,2017-01-01,2017,1,-513266666.6666667
1189,romania,2017-04-01,2017,2,-684466666.6666666
1190,romania,2017-07-01,2017,3,-637166666.6666666
1191,romania,2017-10-01,2017,4,-690966666.6666666
1192,romania,2018-01-01,2018,1,-620066666.6666666
1193,romania,2018-04-01,2018,2,-754166666.6666666
1194,romania,2018-07-01,2018,3,-835733333.3333334
1195,romania,2018-10-01,2018,4,-1011200000.0
1196,romania,2019-01-01,2019,1,-956533333.3333334
1197,romania,2019-04-01,2019,2,-899866666.6666666
1198,romania,2019-07-01,2019,3,-892766666.6666666
1199,romania,2019-10-01,2019,4,-950566666.6666666
1200,slovakia,2000-01-01,2000,1,-130466666.66666667
1201,slovakia,2000-04-01,2000,2,-136433333.33333334
1202,slovakia,2000-07-01,2000,3,-178466666.66666666
1203,slovakia,2000-10-01,2000,4,-221366666.66666666
1204,slovakia,2001-01-01,2001,1,-226733333.33333334
1205,slovakia,2001-04-01,2001,2,-242866666.66666666
1206,slovakia,2001-07-01,2001,3,-236866666.66666666
1207,slovakia,2001-10-01,2001,4,-251766666.66666666
1208,slovakia,2002-01-01,2002,1,-235866666.66666666
1209,slovakia,2002-04-01,2002,2,-225500000.0
1210,slovakia,2002-07-01,2002,3,-233800000.0
1211,slovakia,2002-10-01,2002,4,-270300000.0
1212,slovakia,2003-01-01,2003,1,-245866666.66666666
1213,slovakia,2003-04-01,2003,2,-182833333.33333334
1214,slovakia,2003-07-01,2003,3,-160900000.0
1215,slovakia,2003-10-01,2003,4,-174800000.0
1216,slovakia,2004-01-01,2004,1,-172700000.0
1217,slovakia,2004-04-01,2004,2,-201866666.66666666
1218,slovakia,2004-07-01,2004,3,-260766666.66666666
1219,slovakia,2004-10-01,2004,4,-235100000.0
1220,slovakia,2005-01-01,2005,1,-303333333.3333333
1221,slovakia,2005-04-01,2005,2,-253866666.66666666
1222,slovakia,2005-07-01,2005,3,-246100000.0
1223,slovakia,2005-10-01,2005,4,-341033333.3333333
1224,slovakia,2006-01-01,2006,1,-388533333.3333333
1225,slovakia,2006-04-01,2006,2,-425966666.6666667
1226,slovakia,2006-07-01,2006,3,-385466666.6666667
1227,slovakia,2006-10-01,2006,4,-365966666.6666667
1228,slovakia,2007-01-01,2007,1,-314366666.6666667
1229,slovakia,2007-04-01,2007,2,-419700000.0
1230,slovakia,2007-07-01,2007,3,-476800000.0
1231,slovakia,2007-10-01,2007,4,-457000000.0
1232,slovakia,2008-01-01,2008,1,-456933333.3333333
1233,slovakia,2008-04-01,2008,2,-490300000.0
1234,slovakia,2008-07-01,2008,3,-438433333.3333333
1235,slovakia,2008-10-01,2008,4,-522700000.0
1236,slovakia,2009-01-01,2009,1,-483033333.3333333
1237,slovakia,2009-04-01,2009,2,-263033333.33333334
1238,slovakia,2009-07-01,2009,3,-288200000.0
1239,slovakia,2009-10-01,2009,4,-316800000.0
1240,slovakia,2010-01-01,2010,1,-309700000.0
1241,slovakia,2010-04-01,2010,2,-487033333.3333333
1242,slovakia,2010-07-01,2010,3,-540666666.6666666
1243,slovakia,2010-10-01,2010,4,-452666666.6666667
1244,slovakia,2011-01-01,2011,1,-446966666.6666667
1245,slovakia,2011-04-01,2011,2,-462966666.6666667
1246,slovakia,2011-07-01,2011,3,-349433333.3333333
1247,slovakia,2011-10-01,2011,4,-296400000.0
1248,slovakia,2012-01-01,2012,1,-317500000.0
1249,slovakia,2012-04-01,2012,2,-91433333.33333333
1250,slovakia,2012-07-01,2012,3,-147600000.0
1251,slovakia,2012-10-01,2012,4,-114066666.66666667
1252,slovakia,2013-01-01,2013,1,-12400000.0
1253,slovakia,2013-04-01,2013,2,-31233333.333333332
1254,slovakia,2013-07-01,2013,3,-62200000.0
1255,slovakia,2013-10-01,2013,4,-36933333.333333336
1256,slovakia,2014-01-01,2014,1,-26433333.333333332
1257,slovakia,2014-04-01,2014,2,-5466666.666666667
1258,slovakia,2014-07-01,2014,3,-14366666.666666666
1259,slovakia,2014-10-01,2014,4,-5666666.666666667
1260,slovakia,2015-01-01,2015,1,-70600000.0
1261,slovakia,2015-04-01,2015,2,-75800000.0
1262,slovakia,2015-07-01,2015,3,-174533333.33333334
1263,slovakia,2015-10-01,2015,4,-98666666.66666667
1264,slovakia,2016-01-01,2016,1,-39500000.0
1265,slovakia,2016-04-01,2016,2,-102100000.0
1266,slovakia,2016-07-01,2016,3,-99600000.0
1267,slovakia,2016-10-01,2016,4,-71633333.33333333
1268,slovakia,2017-01-01,2017,1,-194933333.33333334
1269,slovakia,2017-04-01,2017,2,-44400000.0
1270,slovakia,2017-07-01,2017,3,-153766666.66666666
1271,slovakia,2017-10-01,2017,4,-175166666.66666666
1272,slovakia,2018-01-01,2018,1,-245600000.0
1273,slovakia,2018-04-01,2018,2,-196533333.33333334
1274,slovakia,2018-07-01,2018,3,-342900000.0
1275,slovakia,2018-10-01,2018,4,-262100000.0
1276,slovakia,2019-01-01,2019,1,-207166666.66666666
1277,slovakia,2019-04-01,2019,2,-442566666.6666667
1278,slovakia,2019-07-01,2019,3,-431233333.3333333
1279,slovakia,2019-10-01,2019,4,-394266666.6666667
1280,spain,2000-01-01,2000,1,-1858166666.6666667
1281,spain,2000-04-01,2000,2,-2033600000.0
1282,spain,2000-07-01,2000,3,-2060300000.0
1283,spain,2000-10-01,2000,4,-2196700000.0
1284,spain,2001-01-01,2001,1,-1742400000.0
1285,spain,2001-04-01,2001,2,-2004933333.3333333
1286,spain,2001-07-01,2001,3,-1880433333.3333333
1287,spain,2001-10-01,2001,4,-1757000000.0
1288,spain,2002-01-01,2002,1,-1573700000.0
1289,spain,2002-04-01,2002,2,-1556566666.6666667
1290,spain,2002-07-01,2002,3,-1539500000.0
1291,spain,2002-10-01,2002,4,-2041533333.3333333
1292,spain,2003-01-01,2003,1,-1862933333.3333333
1293,spain,2003-04-01,2003,2,-1977333333.3333333
1294,spain,2003-07-01,2003,3,-1947466666.6666667
1295,spain,2003-10-01,2003,4,-2035966666.6666667
1296,spain,2004-01-01,2004,1,-2132066666.6666667
1297,spain,2004-04-01,2004,2,-2577533333.3333335
1298,spain,2004-07-01,2004,3,-2913033333.3333335
1299,spain,2004-10-01,2004,4,-2798500000.0
1300,spain,2005-01-01,2005,1,-3350333333.3333335
1301,spain,2005-04-01,2005,2,-3397700000.0
1302,spain,2005-07-01,2005,3,-3748633333.3333335
1303,spain,2005-10-01,2005,4,-4091200000.0
1304,spain,2006-01-01,2006,1,-4184433333.3333335
1305,spain,2006-04-01,2006,2,-4642433333.333333
1306,spain,2006-07-01,2006,3,-4701866666.666667
1307,spain,2006-10-01,2006,4,-4859700000.0
1308,spain,2007-01-01,2007,1,-4370533333.333333
1309,spain,2007-04-01,2007,2,-4389400000.0
1310,spain,2007-07-01,2007,3,-4809933333.333333
1311,spain,2007-10-01,2007,4,-4860833333.333333
1312,spain,2008-01-01,2008,1,-5656666666.666667
1313,spain,2008-04-01,2008,2,-5581200000.0
1314,spain,2008-07-01,2008,3,-5005666666.666667
1315,spain,2008-10-01,2008,4,-3891166666.6666665
1316,spain,2009-01-01,2009,1,-3127900000.0
1317,spain,2009-04-01,2009,2,-2355066666.6666665
1318,spain,2009-07-01,2009,3,-2720900000.0
1319,spain,2009-10-01,2009,4,-3013066666.6666665
1320,spain,2010-01-01,2010,1,-3437700000.0
1321,spain,2010-04-01,2010,2,-3819300000.0
1322,spain,2010-07-01,2010,3,-3537066666.6666665
1323,spain,2010-10-01,2010,4,-4234600000.0
1324,spain,2011-01-01,2011,1,-3771166666.6666665
1325,spain,2011-04-01,2011,2,-3625233333.3333335
1326,spain,2011-07-01,2011,3,-3224633333.3333335
1327,spain,2011-10-01,2011,4,-3466666666.6666665
1328,spain,2012-01-01,2012,1,-3649166666.6666665
1329,spain,2012-04-01,2012,2,-2943233333.3333335
1330,spain,2012-07-01,2012,3,-2634566666.6666665
1331,spain,2012-10-01,2012,4,-2015100000.0
1332,spain,2013-01-01,2013,1,-1498966666.6666667
1333,spain,2013-04-01,2013,2,-1611033333.3333333
1334,spain,2013-07-01,2013,3,-1730133333.3333333
1335,spain,2013-10-01,2013,4,-1930733333.3333333
1336,spain,2014-01-01,2014,1,-2020533333.3333333
1337,spain,2014-04-01,2014,2,-1940466666.6666667
1338,spain,2014-07-01,2014,3,-2255400000.0
1339,spain,2014-10-01,2014,4,-1701066666.6666667
1340,spain,2015-01-01,2015,1,-1573600000.0
1341,spain,2015-04-01,2015,2,-1699300000.0
1342,spain,2015-07-01,2015,3,-1738200000.0
1343,spain,2015-10-01,2015,4,-1292600000.0
1344,spain,2016-01-01,2016,1,-1341133333.3333333
1345,spain,2016-04-01,2016,2,-988133333.3333334
1346,spain,2016-07-01,2016,3,-899166666.6666666
1347,spain,2016-10-01,2016,4,-1881866666.6666667
1348,spain,2017-01-01,2017,1,-2365066666.6666665
1349,spain,2017-04-01,2017,2,-1950866666.6666667
1350,spain,2017-07-01,2017,3,-2006066666.6666667
1351,spain,2017-10-01,2017,4,-2134266666.6666667
1352,spain,2018-01-01,2018,1,-2413433333.3333335
1353,spain,2018-04-01,2018,2,-2747733333.3333335
1354,spain,2018-07-01,2018,3,-2823333333.3333335
1355,spain,2018-10-01,2018,4,-3066933333.3333335
1356,spain,2019-01-01,2019,1,-2930733333.3333335
1357,spain,2019-04-01,2019,2,-2771066666.6666665
1358,spain,2019-07-01,2019,3,-2914900000.0
1359,spain,2019-10-01,2019,4,-2391233333.3333335
